Bar0, 5.764705882352941
Bar1, 5.811764705882352
Bar2, 5.882352941176471
Bar3, 5.905882352941177
Bar4, 5.929411764705882
Bar5, 5.952941176470588
Bar6, 5.976470588235293
Bar7, 5.976470588235293
Bar8, 6.0470588235294125
Bar9, 6.11764705882353
Bar10, 6.11764705882353
Bar11, 6.188235294117647
Bar12, 6.188235294117647
Bar13, 6.235294117647059
Bar14, 6.258823529411764
Bar15, 6.258823529411764
Bar16, 6.329411764705883
Bar17, 6.3999999999999995
Bar18, 6.447058823529412
Bar19, 6.517647058823529
Bar20, 6.541176470588234
Bar21, 6.541176470588234
Bar22, 6.541176470588234
Bar23, 6.541176470588234
Bar24, 6.564705882352941
Bar25, 6.564705882352941
Bar26, 6.564705882352941
Bar27, 6.682352941176471
Bar28, 6.729411764705883
Bar29, 6.729411764705883
Bar30, 6.729411764705883
Bar31, 6.847058823529411
Bar32, 6.870588235294117
Bar33, 6.894117647058824
Bar34, 6.917647058823529
Bar35, 6.964705882352941
Bar36, 7.035294117647059
Bar37, 7.105882352941177
Bar38, 7.199999999999999
Bar39, 7.223529411764706
Bar40, 7.247058823529412
Bar41, 7.2705882352941185
Bar42, 7.2705882352941185
Bar43, 7.317647058823529
Bar44, 7.364705882352942
Bar45, 7.364705882352942
Bar46, 7.48235294117647
Bar47, 7.48235294117647
Bar48, 7.5058823529411764
Bar49, 7.529411764705882
Bar50, 7.576470588235295
Bar51, 7.835294117647058
